,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2015 PRICE VAR [%],Class
PG,74401000000.0,-0.0713,39030000000.0,35371000000.0,0.0,21461000000.0,21461000000.0,13910000000.0,709000000.0,14494000000.0,2851000000.0,142000000.0,-1127000000.0,11643000000.0,0.0,11643000000.0,4.19,4.01,2705960276.0,2705960276.0,2.448,0.4754,0.247,0.2043,0.156,0.1359,18344000000.0,15203000000.0,11785000000.0,0.1948,0.1565,8558000000.0,2128000000.0,10686000000.0,6386000000.0,6759000000.0,31617000000.0,22304000000.0,84547000000.0,0.0,1092000000.0,112649000000.0,144266000000.0,8461000000.0,15606000000.0,33726000000.0,19811000000.0,35417000000.0,0.0,10218000000.0,0.0,40564000000.0,74290000000.0,-7662000000.0,84990000000.0,69976000000.0,2128000000.0,24731000000.0,7786000000.0,9659000000.0,3141000000.0,360000000.0,13958000000.0,-3848000000.0,-24000000.0,-805000000.0,-4100000000.0,3543000000.0,-3911000000.0,-6911000000.0,-7279000000.0,39000000.0,2618000000.0,10110000000.0,-0.1163,3.0391,0.0,2.8583,18.7566,21.0348,15.2358,12.977500890654,15.557842259876999,2.4346441234895,0.038152818947218,11.421116301338,2.5886011980071,0.20433865136221,0.9533644675393,0.8032979163791899,0.47541027674359,1.0,0.18695985269015,0.15648983212591,0.19670208362081,0.5765,0.1664,0.0753,0.8032979163791899,0.9533644675393,0.20433865136221,1.5648,10.8869,3.3357693687231,0.5157209598935301,0.937,0.50619699934768,0.25375081539465,-63.2087,31.3287,,41.5084,,0.2455,0.5061,0.22064441400203,0.33604698604272,21.4429,0.39410452607505003,2.0616497084715,5.1582,3.964,3.1626,0.584,0.18760500530907,0.72431580455653,0.39410452607505003,0.8943995899013198,3.6273388773389,1.2973324658426002,0.5935755389504399,27.4952,4.3027,5.1582,3.964,3.1626,25.86,22.069000000000003,25.86,13.0885,212661418090.84,237392418090.84,18.7566,2.8583,15.2358,21.0348,3.0391,0.0,3.1907,12.9411,17.0076,23.480999999999998,0.0533,0.0475,0.5061,0.2455,1.3482,0.937,21.4429,1.1988,0.0311,0.584,0.2885,0.0,0.586,0.2757,0.0517,-1.2251,0.0048,49.3756,0.0753,0.5765,-0.2007,-2109000000.0,59719000000.0,-42673000000.0,52852000000.0,6447000000.0,8619000000.0,6834000000.0,31.3287,41.5084,-63.2087,11.5404,1.5648,10.8869,0.1664,-1.422,-0.1185,-0.0001,0.0067,0.0293,0.0371,0.0389,-0.0127,,0.0699,-0.0615,-0.0695,0.0323,0.0088,-0.0182,0.0355,0.0015,0.026000000000000002,0.0603,-0.0137,0.006,0.1442,0.0353,0.0201,0.1013,0.0834,0.0751,-0.0187,-0.0217,0.0359,0.0316,0.1228,0.0,-0.1746,Consumer Defensive,-9.323275997445537,0
VIPS,3734148046.4966,1.1737,2805625443.9779997,928522602.5186,108330319.6642,344141427.1876,793926703.2612,134595899.2573,12148692.2829,175382305.4569,39559573.7811,-14319179.8515,0.0,135822731.6758,0.0,135822731.6758,0.2396,0.226,,18293619.9548,0.0,0.2487,0.0107,0.0502,0.0058,0.0704,245685824.9919,187530997.7397,121503551.8243,0.047,0.0364,773514853.0836,608385211.495,1381900064.5786,11694865.9994,579319341.298,2134396835.6474,308597513.723,190658701.9696,62993542.1376,37641104.2945,602290442.3636,2736687278.011,1000490797.546,0.0,1639536809.816,622374071.6823,622374071.6823,31411042.9448,0.0,0.0,661556667.743,2301093477.5589,-1729254.1169,4285437.5202,412354536.6484,671378753.6325,,,639046012.27,58154827.2522,36405230.8686,526745560.2196,-263704552.79299998,-192255247.0132,-212644656.1188,-686693574.4269,619326767.8398,1767839.845,0.0,621913626.0898,-15648692.2829,446316919.5996,263041007.4265,0.0956,,,0.0443,81.5526,1.3589,,0.67861480174179,2.6317931432127,0.09572661005022601,-0.0,7.136538132554,0.86686892503279,0.050220557783090994,0.93521768438697,0.7744380558914399,0.24865714775014003,1.0,0.036044607118236,0.03637315124750601,0.22556194410856,0.0403,0.3294,0.0,0.7744380558914399,0.93521768438697,0.050220557783090994,,,12.100382797797,1.3644774382883,0.2102,0.8499930725766399,0.47178864692304,-75.367,1.1431,,97.7945,,0.2274,1.5093,0.6014853234669499,0.6014853234669499,15.4363,0.84634881847791,6.6367337686028005,35.6714,22.976,52.3827,0.0,0.14106177732128,0.49937014621792,0.84634881847791,,1.9974837546058,1.9974837546058,-0.0,252.8778,9.198,35.6714,22.976,52.3827,0.7278,4.4939,27.9248,42.1474,6253200000.0,,81.5526,0.0443,,1.3589,,,,,,,0.0123,,1.5093,0.2274,,0.2102,15.4363,3.8782,0.0,0.0,0.0922,0.028999999999999998,0.0697,0.5006,0.0706,-4.5345,0.0097,,0.0,0.0403,0.0534,3065163000.0,2546028576.0413,-166696641.9115,755350984.8239999,,,,1.1431,97.7945,-75.367,,,,0.3294,-17.8582,1.2489,1.6142,1.9463,1.5649,1.4625,1.4646,0.0184,0.0195,0.0,0.2134,-0.3626,,,,,,,,,,,,,,,,,,,,,1.6484,1.7313,Consumer Defensive,-25.512192888957696,0
KR,98375000000.0,0.0182,78138000000.0,20237000000.0,0.0,15196000000.0,17512000000.0,2725000000.0,443000000.0,2270000000.0,751000000.0,12000000.0,0.0,1519000000.0,0.0,1519000000.0,1.47,1.45,1033052512.0,1028000000.0,0.307,0.2057,0.045,0.0276,0.015,0.0126,4416000000.0,2713000000.0,1531000000.0,0.0231,0.0154,401000000.0,0.0,401000000.0,1116000000.0,5651000000.0,8830000000.0,16893000000.0,2837000000.0,0.0,0.0,20451000000.0,29281000000.0,4881000000.0,1657000000.0,10705000000.0,9653000000.0,11310000000.0,0.0,1629000000.0,0.0,13181000000.0,23886000000.0,-464000000.0,10981000000.0,5384000000.0,0.0,10909000000.0,1662000000.0,4167000000.0,1703000000.0,107000000.0,3573000000.0,-2330000000.0,-2344000000.0,0.0,-4771000000.0,2093000000.0,-413000000.0,-319000000.0,1361000000.0,0.0,163000000.0,1243000000.0,-0.5969,3.3579,7.0982,0.1858,12.034,14.6302,5.1147,0.0,0.0,0.0,,2.2767210144928,0.0,0.027578144853874997,0.8367121267969,0.6691629955947099,0.20571283354511,1.0,0.027700127064802994,0.015440914866581999,0.33083700440528996,0.1011,0.2821,0.0859,0.6691629955947099,0.8367121267969,0.027578144853874997,4.9593,18.2227,5.823417983780299,3.3596871691540997,0.825,0.14170948155068,0.037459131247081,-26.3971,4.1407,,18.1099,,0.3863,2.1007,0.64194985701935,0.6774889181741899,6.1242,0.31591511936340005,5.4385215453195,3.4757,0.8370000000000001,0.3901,0.209,0.036320203303684996,0.34788692975090996,0.31591511936340005,2.1563065781533,1.5334763948498003,1.3488108720271998,0.21000658327847,95.6955,1.4776,3.4757,0.8370000000000001,0.3901,5.237,25.724,5.2374,11.0019,18274698937.28,29183698937.28,12.034,0.1858,5.1147,14.6302,3.3579,7.0982,0.2967,6.6086,8.1678,23.4784,0.0831,0.068,2.1007,0.3863,2.4703,0.825,6.1242,2.3522,0.0174,0.209,0.1545,0.0,0.0969,0.6521,0.0237,-1.3682,0.0011,13.2,0.0859,0.1011,-0.8239,-1875000000.0,26444000000.0,-15056000000.0,26648000000.0,1083500000.0,4682500000.0,5398500000.0,4.1407,18.1099,-26.3971,90.7937,4.9593,18.2227,0.2821,-2.2665,0.0173,-0.0145,-0.0141,0.0147,0.0576,0.0469,-0.0356,-0.0317,0.2429,0.2095,0.3935,0.1027,0.1038,0.1399,0.0889,0.0937,0.0946,0.2272,0.0906,0.1892,0.0676,0.0558,0.0789,0.0,0.1215,0.1633,0.0618,0.0981,0.1886,0.3268,0.2738,0.0,0.0234,Consumer Defensive,33.11829671550496,1
RAD,25526413000.0,0.0053,18202679000.0,7323734000.0,0.0,6561162000.0,6586482000.0,737252000.0,424591000.0,250218000.0,804000.0,0.0,0.0,249414000.0,33998000.0,215416000.0,4.6,4.6,48326279.0,48326279.0,0.0,0.2869,0.042,0.0264,0.008,0.0144,1078550000.0,674809000.0,249414000.0,0.0098,0.0098,146406000.0,0.0,146406000.0,949062000.0,2993948000.0,4285125000.0,1957329000.0,431227000.0,0.0,0.0,2659746000.0,6944871000.0,1292419000.0,49174000.0,2507452000.0,5707969000.0,5757143000.0,0.0,0.0,0.0,6551121000.0,9058573000.0,-37334000.0,-7515848000.0,-2113702000.0,0.0,5610737000.0,195709000.0,1165859000.0,403741000.0,-10471000.0,702046000.0,-333870000.0,0.0,41155000.0,-364924000.0,-295435000.0,33217000.0,0.0,-320168000.0,0.0,16954000.0,368176000.0,-0.8822,0.0,0.0,0.2491,28.6087,17.2736,9.0589,0.0,0.0,0.0,,5.428005192156099,,0.026435715821098996,0.37079825550636997,0.9967868019087399,0.28690807439337,1.0,0.028881927123877996,0.0097708205222567,0.0032131980912644,0.0668,-0.11800000000000001,0.1062,0.9967868019087399,0.37079825550636997,0.026435715821098996,4.9289,8.302999999999999,13.041452407848,3.6755777033152004,1.709,0.43688493339055,0.058388355988469996,-60.0346,13.5706,,18.4802,,0.8290000000000001,-2.7237,1.5880759554033999,1.5801389400844,1.5893,0.12194347091952,,14.5272,0.557,3.0295,0.0,0.027502728252497003,0.5244328719200699,0.12194347091952,14.276772278032999,2.1027525683648998,2.1027525683648998,-0.0,528.2098,5.1610000000000005,14.5272,0.557,3.0295,-43.738,134.785,-43.7381,119.1307,6359738316.4,11970475316.4,28.6087,0.2491,9.0589,17.2736,0.0,0.0,0.4689,11.0987,17.0508,32.5129,0.035,0.0579,-2.7237,0.8290000000000001,5.2021,1.709,1.5893,3.259,0.0,0.0,0.257,0.0,0.0621,0.4756,0.0131,-0.8269,-0.0004,0.0,0.1062,0.0668,-0.7506,1777673000.0,6513644000.0,-4773448000.0,9616929000.0,939269000.0,1338531500.0,3074345000.0,13.5706,18.4802,-60.0346,27.1769,4.9289,8.302999999999999,-0.11800000000000001,-6.9087,0.0007,0.2904,0.1113,1.0043,0.9167,0.9167,0.0694,,0.0,-0.1434,-0.2691,-0.0195,-0.028999999999999998,-0.023,0.0513,0.1164,0.1777,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,-0.051,-0.0189,0.1963,-0.0458,0.0,-0.006,Consumer Defensive,2.7522914680574364,1
GIS,17909600000.0,0.0076,11539800000.0,6369800000.0,0.0,3474300000.0,3412400000.0,2957400000.0,302400000.0,2707700000.0,883300000.0,36900000.0,0.0,1824400000.0,0.0,1824400000.0,2.9,2.83,614492206.0,614492206.0,1.55,0.3557,0.201,0.1681,0.102,0.1052,3595500000.0,3010100000.0,1861300000.0,0.1512,0.1019,867300000.0,0.0,867300000.0,1483600000.0,1559400000.0,4393500000.0,3941900000.0,13664800000.0,0.0,74100000.0,18752200000.0,23145700000.0,1611300000.0,2362300000.0,5423500000.0,6423500000.0,8785800000.0,0.0,1666000000.0,0.0,9732700000.0,15156200000.0,-1340300000.0,11787200000.0,6534800000.0,0.0,7918500000.0,483200000.0,1449900000.0,585400000.0,39200000.0,2541000000.0,-656900000.0,66700000.0,29300000.0,-561800000.0,801100000.0,-1637200000.0,-983300000.0,-1824100000.0,-29200000.0,125900000.0,1884100000.0,-0.2376,5.1004,0.0,1.861,18.7034,17.6902,13.1169,10.952350202753001,15.254287363076001,1.5539108559206,0.035332474333308,9.7679660312045,4.2587258776391,0.16807187206860996,0.89953822132155,0.67378217675518,0.3556640014294,1.0,0.16512931612096,0.10186715504534001,0.32621782324482,0.6265,0.2792,0.1041,0.67378217675518,0.89953822132155,0.16807187206860996,2.8234,11.5363,4.5433927801314,0.77377655460842,0.81,0.4334654743247,0.15991518392182,-49.3233,30.236,,32.8385,,0.3796,1.3445,0.49570545519088,0.5734631802932,9.954,0.28921669056887,3.5419140601090002,4.1351,3.6239999999999997,1.4114,0.534,0.14187921561621,0.7414797323888199,0.28921669056887,1.0756466155865,3.8681686710306002,1.5492013169126,0.53897171672879,29.1454,2.969,4.1351,3.6239999999999997,1.4114,10.634,15.429,10.6345,14.2977,33330057253.44,41248557253.44,18.7034,1.861,13.1169,17.6902,5.1004,0.0,2.3032,11.4723,16.2332,21.893,0.0535,0.0565,1.3445,0.3796,2.2023,0.81,9.954,1.3928,0.0286,0.534,0.19399999999999998,0.0,0.5904,0.2585,0.0367,-1.1221,0.0022,26.3414,0.1041,0.6265,-0.3229,-1030000000.0,9480900000.0,-10762700000.0,11975900000.0,1465000000.0,1517250000.0,1552450000.0,30.236,32.8385,-49.3233,12.225,2.8234,11.5363,0.2792,-1.069,-0.0084,0.0332,0.037000000000000005,-0.0166,0.013999999999999999,0.0143,-0.0468,,0.1742,-0.1316,-0.1936,0.0704,0.0567,0.0773,0.0782,0.0828,0.1991,0.0776,0.0841,0.0177,0.0427,0.0623,0.0217,0.1092,0.125,0.1144,0.0257,0.009000000000000001,0.0215,0.0274,0.1025,0.0,-0.022000000000000002,Consumer Defensive,12.897715165910551,1
PM,80106000000.0,0.001,60775000000.0,19331000000.0,0.0,7001000000.0,7629000000.0,11702000000.0,1052000000.0,10590000000.0,3097000000.0,165000000.0,0.0,7493000000.0,0.0,7493000000.0,4.76,4.76,1553715140.0,1553715140.0,3.88,0.2413,0.156,0.1453,0.094,0.0822,12531000000.0,11642000000.0,7658000000.0,0.1322,0.0935,1682000000.0,0.0,1682000000.0,4004000000.0,8592000000.0,15484000000.0,6071000000.0,11373000000.0,1083000000.0,533000000.0,19703000000.0,35187000000.0,1242000000.0,2526000000.0,15112000000.0,26929000000.0,29455000000.0,0.0,8275000000.0,0.0,31278000000.0,46390000000.0,-6826000000.0,29249000000.0,-12629000000.0,1083000000.0,27773000000.0,1206000000.0,11344000000.0,889000000.0,0.0,7739000000.0,-1153000000.0,-110000000.0,-29000000.0,-996000000.0,3271000000.0,-3833000000.0,-6035000000.0,-6839000000.0,-376000000.0,-472000000.0,6586000000.0,-0.2195,0.0,0.0,1.5798,17.1113,19.215,16.3523,13.450768343027999,13.892365702214,1.2994719023131,0.057975611048694004,10.590255861998001,,0.14533243452426,0.90963751932658,0.7075542965061401,0.24131775397598001,1.0,0.14608144208923002,0.09353856140613699,0.29244570349386,1.163,-0.5933,0.3752,0.7075542965061401,0.90963751932658,0.14533243452426,15.8514,8.6892,13.194860813703999,2.2765794185353,1.025,0.37625727898359,0.11130227633669,-51.6015,18.2441,,5.6591,,0.8371,-2.3323,1.8831468531469,1.750564602401,11.0665,0.26273977253437003,,4.981,4.239,1.0826,0.815,0.09660949242254001,0.85101434293836,0.26273977253437003,3.0637371338084,6.712055507372099,1.0766555370061,0.8054183904978001,51.5577,4.8226,4.981,4.239,1.0826,-8.128,15.327,-8.1283,18.9578,126550098153.0,154323098153.0,17.1113,1.5798,16.3523,19.215,0.0,0.0,1.9265,12.3153,19.941,23.432,0.0584,0.052000000000000005,-2.3323,0.8371,2.2163,1.025,11.0665,1.0328,0.0476,0.815,0.0874,0.0,0.3232,0.149,0.0144,-1.297,0.0,0.0,0.3752,1.163,-0.2442,372000000.0,23814000000.0,-30906000000.0,36475000000.0,3928500000.0,1258000000.0,9219000000.0,18.2441,5.6591,-51.6015,20.391,15.8514,8.6892,-0.5933,-0.7421,-0.0709,-0.1193,-0.1341,-0.1263,-0.0951,-0.0951,-0.0302,,0.0838,-0.2364,-0.2629,,0.0961,0.0546,,0.0377,-0.0634,,0.0769,-0.0084,,0.0,0.0,0.0,0.1161,0.1122,0.0392,-0.1274,-0.0781,-0.6769,0.0642,0.0,0.0161,Consumer Defensive,13.980936777937483,1
KO,45998000000.0,-0.0183,17889000000.0,28109000000.0,0.0,17218000000.0,18401000000.0,9708000000.0,483000000.0,9299000000.0,2201000000.0,26000000.0,0.0,7098000000.0,0.0,7098000000.0,1.62,1.6,4380112851.0,4387000000.0,1.22,0.6111,0.256,0.2127,0.154,0.1833,11758000000.0,9782000000.0,7124000000.0,0.2022,0.1543,18010000000.0,3665000000.0,21675000000.0,4466000000.0,3100000000.0,32986000000.0,14633000000.0,26372000000.0,13625000000.0,0.0,59037000000.0,92023000000.0,9234000000.0,22682000000.0,32374000000.0,19063000000.0,41745000000.0,0.0,6036000000.0,0.0,29088000000.0,61462000000.0,-5777000000.0,63408000000.0,30320000000.0,17290000000.0,20070000000.0,3745000000.0,458000000.0,1976000000.0,209000000.0,10615000000.0,-2183000000.0,-241000000.0,-4814000000.0,-7506000000.0,4712000000.0,-2630000000.0,-5350000000.0,-3631000000.0,-934000000.0,-1456000000.0,8432000000.0,-0.1085,6.0879,46.7543,4.0204,26.0617,21.9662,17.4214,15.161166170513,22.673397985348,3.4987560089568994,0.033243073955135,16.840345203266,5.3079082750660005,0.21266142006174,0.9506235943569801,0.7633078825680201,0.61109178659942,1.0,0.21105265446323998,0.15431105700248002,0.23669211743198,0.4656,0.2341,0.1004,0.7633078825680201,0.9506235943569801,0.21266142006174,1.1559,14.4262,3.1434429030274,0.49985329754518004,1.0190000000000001,0.8074689565700899,0.5563106196330401,-63.2512,35.4383,,73.273,,0.4536,1.3768,0.38602353036470005,0.57926871574273,20.2526,0.25428194993412,3.0350593667546,2.4196,1.922,4.1053,0.753,0.23077090308274,0.79434762129063,0.25428194993412,0.46799224054315997,4.8625744388456,1.4091331474844,0.75373344604114,10.4851,1.618,2.4196,1.922,4.1053,6.9110000000000005,14.965,6.9113,9.5156,184928364569.22,204998364569.22,26.0617,4.0204,17.4214,21.9662,6.0879,46.7543,4.4567,17.4348,19.3121,24.311999999999998,0.0384,0.0456,1.3768,0.4536,1.7069,1.0190000000000001,20.2526,1.4955,0.0289,0.753,0.3743,0.0,0.2866,0.2057,0.0475,-1.1048,0.0045,15.8991,0.1004,0.4656,-0.154,612000000.0,65651000000.0,-28476000000.0,57012000000.0,4669500000.0,9405500000.0,3188500000.0,35.4383,73.273,-63.2512,9.8507,1.1559,14.4262,0.2341,-0.4976,-0.0114,-0.1778,-0.0508,-0.1731,-0.1649,-0.1579,-0.0106,-0.0131,0.0893,0.0069,0.0406,0.0887,0.0938,0.0096,0.07,0.0647,0.0527,0.0494,0.0187,-0.0487,0.0772,0.0522,-0.0007,0.0933,0.0827,0.0908,-0.0835,-0.054000000000000006,0.0219,-0.0763,0.1258,0.0,-0.0053,Consumer Defensive,5.339412837835392,1
WMT,476294000000.0,0.0163,358069000000.0,118225000000.0,0.0,91353000000.0,91353000000.0,26872000000.0,2335000000.0,24127000000.0,8105000000.0,673000000.0,-144000000.0,16022000000.0,0.0,16022000000.0,4.9,4.88,3235772430.0,3269000000.0,1.88,0.2482,0.07400000000000001,0.0556,0.034,0.0228,35332000000.0,26462000000.0,16695000000.0,0.0507,0.0336,7281000000.0,0.0,7281000000.0,6677000000.0,44858000000.0,61185000000.0,117907000000.0,19510000000.0,0.0,0.0,143566000000.0,204751000000.0,37415000000.0,12082000000.0,69345000000.0,44559000000.0,56641000000.0,0.0,8983000000.0,0.0,54067000000.0,123412000000.0,-2996000000.0,76566000000.0,76255000000.0,0.0,49360000000.0,2369000000.0,19848000000.0,8870000000.0,0.0,23257000000.0,-12388000000.0,0.0,0.0,-12526000000.0,3015000000.0,-6683000000.0,-6139000000.0,-10789000000.0,-442000000.0,-500000000.0,10869000000.0,-0.2043,3.1721,4.2627,0.5073,15.2408,22.461,10.3903,0.0,0.0,0.0,,1.4672251783086,0.0,0.055558121664349994,0.91176025999547,0.66406929995441,0.24821853728999,1.0,0.056418934523635,0.033638886905987,0.33593070004559,0.146,0.2101,0.1243,0.66406929995441,0.91176025999547,0.055558121664349994,3.4361,10.7442,4.0395735622143,2.326210860997,0.882,0.20128343788305,0.10499675535367,-45.7263,5.1168,,28.6724,,0.2766,0.7428,0.36882314963498,0.42620545388875997,11.3328,0.41060362634840003,2.6850829453806,7.1144,3.92,2.2273,0.384,0.048829084557017,0.46734316549856,0.41060362634840003,1.9249296474094,1.8773813367774999,1.2553030711934,0.38316065410061,145.7002,4.9012,7.1144,3.92,2.2273,23.326999999999998,56.666000000000004,23.3267,17.3267,241647485072.4,291007485072.4,15.2408,0.5073,10.3903,22.461,3.1721,4.2627,0.611,8.2364,12.5127,26.7741,0.0656,0.045,0.7428,0.2766,1.3969999999999998,0.882,11.3328,1.4516,0.0252,0.384,0.1918,0.0,0.0953,0.5327,0.026000000000000002,-1.3966,0.0,50.9472,0.1243,0.146,-0.2575,-8160000000.0,185241000000.0,-62227000000.0,165256000000.0,6722500000.0,37747500000.0,44330500000.0,5.1168,28.6724,-45.7263,70.8507,3.4361,10.7442,0.2101,-3.7895,0.0161,-0.0273,-0.0308,-0.0575,-0.0278,-0.0279,-0.0311,-0.0313,0.1824,-0.0912,-0.1781,0.0941,0.0726,0.0809,0.0685,0.039,0.0323,0.0897,0.0761,0.0302,0.0884,0.0707,0.0756,0.1797,0.1463,0.1582,-0.0134,0.0241,0.0081,0.0309,0.0463,0.0,0.0307,Consumer Defensive,-26.65370178517993,0
